Day,Base_Demand,Tech_Trend_Multiplier,Geopolitical_Risk,Retail_Orders,MediaTek_Wafer_Orders
2466,80.01,1.43,0.175,113.0,159.0
2467,80.03,1.43,0.147,115.0,150.0
2468,80.05,1.43,0.271,124.0,179.0
2469,80.08,1.43,0.469,106.0,165.0
2470,80.12,1.43,0.273,112.0,167.0
2471,80.16,1.43,0.134,111.0,170.0
2472,80.2,1.43,0.048,112.0,126.0
2473,80.25,1.43,0.083,104.0,152.0
2474,80.31,1.43,0.112,122.0,167.0
2475,80.37,1.43,0.064,122.0,152.0
2476,80.44,1.43,0.25,118.0,170.0
2477,80.52,1.43,0.2,109.0,167.0
2478,80.6,1.43,0.132,117.0,177.0
2479,80.69,1.43,0.14,120.0,154.0
2480,80.78,1.43,0.189,118.0,156.0
2481,80.88,1.43,0.204,116.0,149.0
2482,80.98,1.43,0.121,123.0,170.0
2483,81.09,1.43,0.122,113.0,156.0
2484,81.2,1.43,0.238,115.0,174.0
2485,81.32,1.43,0.091,120.0,165.0
2486,81.45,1.43,0.269,118.0,178.0
2487,81.58,1.43,0.184,120.0,153.0
2488,81.72,1.43,0.323,120.0,192.0
2489,81.86,1.43,0.14,120.0,177.0
2490,82.01,1.43,0.062,116.0,148.0
2491,82.16,1.43,0.181,114.0,151.0
2492,82.32,1.43,0.082,118.0,166.0
2493,82.48,1.43,0.081,126.0,153.0
2494,82.65,1.43,0.351,118.0,167.0
2495,82.82,1.43,0.226,121.0,161.0
2496,83.0,1.43,0.141,119.0,162.0
2497,83.19,1.43,0.192,129.0,176.0
2498,83.38,1.43,0.176,119.0,157.0
2499,83.57,1.43,0.185,122.0,162.0
2500,83.77,1.43,0.133,116.0,152.0
2501,83.97,1.43,0.007,114.0,137.0
2502,84.18,1.43,0.037,120.0,164.0
2503,84.39,1.43,0.11,127.0,183.0
2504,84.61,1.43,0.126,124.0,173.0
2505,84.83,1.43,0.212,111.0,170.0
2506,85.06,1.43,0.27,125.0,171.0
2507,85.29,1.43,0.106,114.0,147.0
2508,85.53,1.43,0.156,126.0,179.0
2509,85.77,1.43,0.185,125.0,180.0
2510,86.01,1.43,0.101,122.0,165.0
2511,86.26,1.43,0.257,127.0,181.0
2512,86.51,1.43,0.035,122.0,150.0
2513,86.77,1.43,0.134,125.0,144.0
2514,87.03,1.43,0.136,117.0,166.0
2515,87.29,1.43,0.214,123.0,183.0
2516,87.56,1.43,0.061,130.0,168.0
2517,87.83,1.43,0.28,119.0,165.0
2518,88.11,1.43,0.281,130.0,180.0
2519,88.38,1.43,0.107,116.0,153.0
2520,88.67,1.43,0.123,121.0,174.0
2521,88.95,1.43,0.255,125.0,170.0
2522,89.24,1.43,0.241,128.0,188.0
2523,89.53,1.43,0.271,125.0,174.0
2524,89.83,1.43,0.075,125.0,147.0
2525,90.12,1.43,0.087,134.0,177.0
2526,90.43,1.43,0.074,135.0,197.0
2527,90.73,1.43,0.291,127.0,177.0
2528,91.04,1.43,0.156,128.0,174.0
2529,91.34,1.43,0.076,129.0,172.0
2530,91.66,1.43,0.229,142.0,202.0
2531,91.97,1.43,0.258,131.0,203.0
2532,92.29,1.42,0.127,139.0,182.0
2533,92.61,1.42,0.055,136.0,180.0
2534,92.93,1.42,0.508,132.0,213.0
2535,93.25,1.42,0.119,130.0,169.0
2536,93.57,1.42,0.218,137.0,194.0
2537,93.9,1.42,0.12,130.0,186.0
2538,94.23,1.42,0.086,132.0,172.0
2539,94.56,1.42,0.184,138.0,190.0
2540,94.89,1.42,0.072,134.0,167.0
2541,95.23,1.42,0.238,134.0,199.0
2542,95.56,1.42,0.356,134.0,200.0
2543,95.9,1.42,0.093,133.0,175.0
2544,96.24,1.42,0.113,139.0,186.0
2545,96.57,1.42,0.08,138.0,184.0
2546,96.91,1.42,0.102,131.0,181.0
2547,97.25,1.42,0.117,136.0,178.0
2548,97.6,1.42,0.231,137.0,188.0
2549,97.94,1.42,0.192,137.0,189.0
2550,98.28,1.42,0.288,143.0,208.0
2551,98.62,1.42,0.124,137.0,202.0
2552,98.97,1.42,0.211,154.0,209.0
2553,99.31,1.42,0.146,148.0,187.0
2554,99.66,1.42,0.021,149.0,209.0
2555,100.0,1.42,0.022,137.0,171.0
2556,100.34,1.42,0.055,132.0,191.0
2557,100.69,1.42,0.248,141.0,214.0
2558,101.03,1.42,0.263,145.0,213.0
2559,101.38,1.42,0.082,143.0,204.0
2560,101.72,1.42,0.361,142.0,192.0
2561,102.06,1.42,0.124,136.0,172.0
2562,102.4,1.42,0.119,142.0,196.0
2563,102.75,1.42,0.376,145.0,211.0
2564,103.09,1.42,0.112,144.0,187.0
2565,103.43,1.42,0.2,144.0,210.0
2566,103.76,1.42,0.243,143.0,206.0
2567,104.1,1.42,0.431,156.0,247.0
2568,104.44,1.42,0.05,152.0,197.0
2569,104.77,1.42,0.192,154.0,214.0
2570,105.11,1.42,0.486,151.0,248.0
2571,105.44,1.42,0.257,143.0,191.0
2572,105.77,1.42,0.058,154.0,203.0
2573,106.1,1.42,0.383,157.0,226.0
2574,106.43,1.42,0.049,158.0,227.0
2575,106.75,1.42,0.097,155.0,232.0
2576,107.07,1.42,0.115,152.0,208.0
2577,107.39,1.42,0.062,152.0,208.0
2578,107.71,1.42,0.173,155.0,214.0
2579,108.03,1.42,0.08,145.0,193.0
2580,108.34,1.42,0.452,157.0,240.0
2581,108.66,1.42,0.102,152.0,191.0
2582,108.96,1.42,0.215,165.0,240.0
2583,109.27,1.42,0.323,153.0,214.0
2584,109.57,1.42,0.215,156.0,216.0
2585,109.88,1.42,0.444,156.0,238.0
2586,110.17,1.42,0.27,153.0,211.0
2587,110.47,1.42,0.161,159.0,225.0
2588,110.76,1.42,0.12,159.0,211.0
2589,111.05,1.42,0.036,162.0,225.0
2590,111.33,1.42,0.145,161.0,213.0
2591,111.62,1.42,0.075,159.0,211.0
2592,111.89,1.42,0.317,154.0,214.0
2593,112.17,1.42,0.068,155.0,216.0
2594,112.44,1.42,0.157,167.0,228.0
2595,112.71,1.42,0.23,160.0,221.0
2596,112.97,1.42,0.062,170.0,225.0
2597,113.23,1.42,0.18,156.0,216.0
2598,113.49,1.41,0.102,172.0,236.0
2599,113.74,1.41,0.238,156.0,227.0
2600,113.99,1.41,0.042,159.0,209.0
2601,114.23,1.41,0.416,164.0,247.0
2602,114.47,1.41,0.168,167.0,200.0
2603,114.71,1.41,0.318,166.0,237.0
2604,114.94,1.41,0.282,153.0,235.0
2605,115.17,1.41,0.077,160.0,219.0
2606,115.39,1.41,0.228,157.0,212.0
2607,115.61,1.41,0.354,157.0,227.0
2608,115.82,1.41,0.305,164.0,232.0
2609,116.03,1.41,0.189,153.0,225.0
2610,116.23,1.41,0.085,169.0,237.0
2611,116.43,1.41,0.18,168.0,226.0
2612,116.62,1.41,0.181,173.0,240.0
2613,116.81,1.41,0.109,160.0,205.0
2614,117.0,1.41,0.061,160.0,207.0
2615,117.18,1.41,0.159,171.0,230.0
2616,117.35,1.41,0.071,171.0,222.0
2617,117.52,1.41,0.114,173.0,238.0
2618,117.68,1.41,0.208,172.0,255.0
2619,117.84,1.41,0.073,167.0,223.0
2620,117.99,1.41,0.05,164.0,207.0
2621,118.14,1.41,0.033,170.0,226.0
2622,118.28,1.41,0.181,165.0,231.0
2623,118.42,1.41,0.193,168.0,232.0
2624,118.55,1.41,0.11,165.0,243.0
2625,118.68,1.41,0.264,169.0,244.0
2626,118.8,1.41,0.139,174.0,244.0
2627,118.91,1.41,0.137,166.0,205.0
2628,119.02,1.41,0.124,165.0,216.0
2629,119.12,1.41,0.034,167.0,226.0
2630,119.22,1.41,0.09,162.0,221.0
2631,119.31,1.41,0.028,172.0,222.0
2632,119.4,1.41,0.116,169.0,234.0
2633,119.48,1.41,0.233,168.0,248.0
2634,119.56,1.41,0.026,170.0,219.0
2635,119.63,1.41,0.096,161.0,211.0
2636,119.69,1.41,0.096,176.0,234.0
2637,119.75,1.41,0.241,166.0,241.0
2638,119.8,1.41,0.085,167.0,218.0
2639,119.84,1.41,0.291,173.0,259.0
2640,119.88,1.41,0.088,172.0,226.0
2641,119.92,1.41,0.269,179.0,251.0
2642,119.95,1.41,0.279,164.0,260.0
2643,119.97,1.41,0.144,164.0,213.0
2644,119.99,1.41,0.151,163.0,232.0
2645,120.0,1.41,0.048,170.0,206.0
2646,120.0,1.41,0.174,168.0,239.0
2647,120.0,1.41,0.264,165.0,264.0
2648,119.99,1.41,0.053,168.0,234.0
2649,119.98,1.41,0.266,164.0,248.0
2650,119.96,1.41,0.313,176.0,256.0
2651,119.93,1.41,0.176,165.0,239.0
2652,119.9,1.41,0.217,166.0,236.0
2653,119.87,1.41,0.063,157.0,229.0
2654,119.82,1.41,0.106,160.0,206.0
2655,119.77,1.41,0.147,165.0,239.0
2656,119.72,1.41,0.19,167.0,237.0
2657,119.66,1.41,0.424,172.0,251.0
2658,119.59,1.41,0.133,161.0,217.0
2659,119.52,1.41,0.236,170.0,225.0
2660,119.44,1.4,0.067,171.0,195.0
2661,119.36,1.4,0.034,171.0,213.0
2662,119.27,1.4,0.163,173.0,235.0
2663,119.17,1.4,0.26,162.0,232.0
2664,119.07,1.4,0.221,170.0,227.0
2665,118.97,1.4,0.068,176.0,231.0
2666,118.86,1.4,0.009,174.0,229.0
2667,118.74,1.4,0.166,176.0,238.0
2668,118.61,1.4,0.036,168.0,210.0
2669,118.49,1.4,0.183,163.0,220.0
2670,118.35,1.4,0.342,153.0,239.0
2671,118.21,1.4,0.211,160.0,207.0
2672,118.07,1.4,0.131,163.0,234.0
2673,117.92,1.4,0.21,164.0,244.0
2674,117.76,1.4,0.403,161.0,239.0
2675,117.6,1.4,0.089,167.0,229.0
2676,117.43,1.4,0.052,166.0,212.0
2677,117.26,1.4,0.116,165.0,226.0
2678,117.09,1.4,0.134,168.0,252.0
2679,116.9,1.4,0.107,162.0,231.0
2680,116.72,1.4,0.197,169.0,231.0
2681,116.53,1.4,0.218,157.0,208.0
2682,116.33,1.4,0.176,161.0,221.0
2683,116.13,1.4,0.175,164.0,231.0
2684,115.92,1.4,0.106,153.0,214.0
2685,115.71,1.4,0.159,160.0,219.0
2686,115.5,1.4,0.294,165.0,257.0
2687,115.28,1.4,0.113,159.0,216.0
2688,115.05,1.4,0.131,152.0,203.0
2689,114.82,1.4,0.213,156.0,225.0
2690,114.59,1.4,0.158,154.0,219.0
2691,114.35,1.4,0.396,163.0,236.0
2692,114.11,1.4,0.208,160.0,216.0
2693,113.87,1.4,0.26,152.0,200.0
2694,113.62,1.4,0.051,151.0,197.0
2695,113.36,1.4,0.197,155.0,229.0
2696,113.1,1.4,0.245,158.0,232.0
2697,112.84,1.4,0.156,154.0,224.0
2698,112.58,1.4,0.091,159.0,208.0
2699,112.31,1.4,0.094,159.0,212.0
2700,112.03,1.4,0.383,159.0,219.0
2701,111.76,1.4,0.217,149.0,220.0
2702,111.48,1.4,0.224,154.0,231.0
2703,111.19,1.4,0.038,161.0,201.0
2704,110.9,1.4,0.189,152.0,228.0
2705,110.61,1.4,0.099,151.0,201.0
2706,110.32,1.4,0.079,152.0,192.0
2707,110.02,1.4,0.158,151.0,205.0
2708,109.73,1.4,0.153,154.0,218.0
2709,109.42,1.4,0.244,150.0,213.0
2710,109.12,1.4,0.148,142.0,190.0
2711,108.81,1.4,0.065,158.0,216.0
2712,108.5,1.4,0.055,154.0,211.0
2713,108.19,1.4,0.157,152.0,207.0
2714,107.87,1.4,0.124,150.0,201.0
2715,107.55,1.4,0.11,148.0,196.0
2716,107.23,1.4,0.282,146.0,215.0
2717,106.91,1.4,0.061,140.0,170.0
2718,106.59,1.4,0.094,157.0,204.0
2719,106.26,1.39,0.246,148.0,209.0
2720,105.93,1.39,0.08,140.0,179.0
2721,105.6,1.39,0.168,142.0,199.0
2722,105.27,1.39,0.103,148.0,202.0
2723,104.94,1.39,0.134,148.0,227.0
2724,104.61,1.39,0.451,142.0,209.0
2725,104.27,1.39,0.079,140.0,187.0
2726,103.93,1.39,0.244,142.0,192.0
2727,103.6,1.39,0.086,135.0,200.0
2728,103.26,1.39,0.341,141.0,225.0
2729,102.92,1.39,0.105,141.0,175.0
2730,102.57,1.39,0.226,151.0,211.0
2731,102.23,1.39,0.04,140.0,185.0
2732,101.89,1.39,0.141,143.0,193.0
2733,101.55,1.39,0.239,149.0,207.0
2734,101.2,1.39,0.344,136.0,207.0
2735,100.86,1.39,0.166,137.0,208.0
2736,100.52,1.39,0.157,137.0,197.0
2737,100.17,1.39,0.154,131.0,189.0
2738,99.83,1.39,0.266,138.0,194.0
2739,99.48,1.39,0.173,144.0,210.0
2740,99.14,1.39,0.13,142.0,204.0
2741,98.8,1.39,0.141,143.0,192.0
2742,98.45,1.39,0.206,134.0,185.0
2743,98.11,1.39,0.129,131.0,163.0
2744,97.77,1.39,0.077,147.0,184.0
2745,97.43,1.39,0.211,137.0,188.0
2746,97.08,1.39,0.27,127.0,171.0
2747,96.74,1.39,0.145,147.0,210.0
2748,96.4,1.39,0.046,134.0,175.0
2749,96.07,1.39,0.247,119.0,174.0
2750,95.73,1.39,0.163,140.0,182.0
2751,95.39,1.39,0.132,121.0,178.0
2752,95.06,1.39,0.218,133.0,193.0
2753,94.73,1.39,0.074,136.0,186.0
2754,94.4,1.39,0.225,135.0,199.0
2755,94.07,1.39,0.085,138.0,189.0
2756,93.74,1.39,0.043,135.0,169.0
2757,93.41,1.39,0.01,139.0,188.0
2758,93.09,1.39,0.07,129.0,164.0
2759,92.77,1.39,0.18,127.0,178.0
2760,92.45,1.39,0.085,127.0,162.0
2761,92.13,1.39,0.267,135.0,210.0
2762,91.81,1.39,0.063,124.0,172.0
2763,91.5,1.39,0.153,131.0,191.0
2764,91.19,1.39,0.196,122.0,163.0
2765,90.88,1.39,0.224,122.0,175.0
2766,90.58,1.39,0.305,132.0,193.0
2767,90.27,1.39,0.125,127.0,175.0
2768,89.98,1.39,0.358,114.0,149.0
2769,89.68,1.39,0.111,120.0,182.0
2770,89.39,1.39,0.081,111.0,148.0
2771,89.1,1.39,0.202,122.0,175.0
2772,88.81,1.39,0.101,122.0,151.0
2773,88.52,1.39,0.098,120.0,177.0
2774,88.24,1.39,0.212,128.0,194.0
2775,87.97,1.39,0.069,124.0,174.0
2776,87.69,1.38,0.034,134.0,179.0
2777,87.42,1.38,0.068,124.0,188.0
2778,87.16,1.38,0.429,123.0,197.0
2779,86.9,1.38,0.184,122.0,156.0
2780,86.64,1.38,0.072,119.0,161.0
2781,86.38,1.38,0.202,116.0,169.0
2782,86.13,1.38,0.274,118.0,171.0
2783,85.89,1.38,0.052,118.0,162.0
2784,85.65,1.38,0.239,118.0,182.0
2785,85.41,1.38,0.193,121.0,168.0
2786,85.18,1.38,0.221,119.0,164.0
2787,84.95,1.38,0.066,115.0,142.0
2788,84.72,1.38,0.104,113.0,135.0
2789,84.5,1.38,0.302,118.0,168.0
2790,84.29,1.38,0.138,112.0,146.0
2791,84.08,1.38,0.134,114.0,154.0
2792,83.87,1.38,0.116,113.0,148.0
2793,83.67,1.38,0.259,128.0,172.0
2794,83.47,1.38,0.23,109.0,149.0
2795,83.28,1.38,0.165,111.0,159.0
2796,83.1,1.38,0.088,112.0,145.0
2797,82.91,1.38,0.012,112.0,145.0
2798,82.74,1.38,0.144,119.0,185.0
2799,82.57,1.38,0.033,113.0,159.0
2800,82.4,1.38,0.159,107.0,150.0
2801,82.24,1.38,0.057,121.0,163.0
2802,82.08,1.38,0.121,115.0,149.0
2803,81.93,1.38,0.136,115.0,153.0
2804,81.79,1.38,0.326,116.0,167.0
2805,81.65,1.38,0.217,106.0,151.0
2806,81.51,1.38,0.184,112.0,156.0
2807,81.39,1.38,0.127,116.0,147.0
2808,81.26,1.38,0.166,109.0,157.0
2809,81.14,1.38,0.141,113.0,150.0
2810,81.03,1.38,0.049,114.0,171.0
2811,80.93,1.38,0.142,104.0,155.0
2812,80.83,1.38,0.112,106.0,127.0
2813,80.73,1.38,0.092,100.0,132.0
2814,80.64,1.38,0.281,112.0,178.0
2815,80.56,1.38,0.212,120.0,176.0
2816,80.48,1.38,0.404,107.0,162.0
2817,80.41,1.38,0.246,110.0,133.0
2818,80.34,1.38,0.206,116.0,160.0
2819,80.28,1.38,0.158,112.0,156.0
2820,80.23,1.38,0.051,106.0,119.0
2821,80.18,1.38,0.113,118.0,166.0
2822,80.13,1.38,0.135,111.0,145.0
2823,80.1,1.38,0.198,109.0,156.0
2824,80.07,1.38,0.154,109.0,152.0
2825,80.04,1.38,0.044,113.0,147.0
2826,80.02,1.38,0.352,107.0,166.0
2827,80.01,1.38,0.009,118.0,157.0
2828,80.0,1.38,0.265,116.0,194.0
2829,80.0,1.38,0.114,110.0,167.0
2830,80.0,1.37,0.383,110.0,154.0
2831,80.01,1.37,0.114,106.0,155.0
2832,80.03,1.37,0.127,107.0,138.0
2833,80.05,1.37,0.09,104.0,129.0
2834,80.08,1.37,0.061,109.0,130.0
2835,80.12,1.37,0.194,110.0,151.0
2836,80.16,1.37,0.139,102.0,150.0
2837,80.2,1.37,0.097,114.0,155.0
2838,80.25,1.37,0.171,106.0,152.0
2839,80.31,1.37,0.236,112.0,127.0
2840,80.37,1.37,0.113,114.0,153.0
2841,80.44,1.37,0.066,117.0,145.0
2842,80.52,1.37,0.106,116.0,141.0
2843,80.6,1.37,0.154,119.0,152.0
2844,80.69,1.37,0.078,115.0,154.0
2845,80.78,1.37,0.148,112.0,160.0
2846,80.88,1.37,0.247,109.0,145.0
2847,80.98,1.37,0.233,110.0,162.0
2848,81.09,1.37,0.139,119.0,172.0
2849,81.2,1.37,0.127,110.0,154.0
2850,81.32,1.37,0.115,111.0,143.0
2851,81.45,1.37,0.115,119.0,157.0
2852,81.58,1.37,0.117,111.0,154.0
2853,81.72,1.37,0.087,108.0,138.0
2854,81.86,1.37,0.089,118.0,165.0
2855,82.01,1.37,0.18,108.0,139.0
2856,82.16,1.37,0.097,115.0,158.0
2857,82.32,1.37,0.283,114.0,173.0
2858,82.48,1.37,0.133,115.0,158.0
2859,82.65,1.37,0.229,101.0,133.0
2860,82.82,1.37,0.115,117.0,143.0
2861,83.0,1.37,0.246,113.0,150.0
2862,83.19,1.37,0.141,117.0,165.0
2863,83.38,1.37,0.053,117.0,153.0
2864,83.57,1.37,0.057,116.0,148.0
2865,83.77,1.37,0.148,113.0,159.0
2866,83.97,1.37,0.083,113.0,132.0
2867,84.18,1.37,0.03,115.0,148.0
2868,84.39,1.37,0.121,116.0,147.0
2869,84.61,1.37,0.506,114.0,163.0
2870,84.83,1.37,0.204,121.0,164.0
2871,85.06,1.37,0.067,115.0,178.0
2872,85.29,1.37,0.308,112.0,169.0
2873,85.53,1.37,0.261,120.0,160.0
2874,85.77,1.37,0.126,127.0,185.0
2875,86.01,1.37,0.154,112.0,141.0
2876,86.26,1.37,0.062,117.0,171.0
2877,86.51,1.37,0.064,124.0,156.0
2878,86.77,1.37,0.218,121.0,172.0
2879,87.03,1.37,0.145,122.0,188.0
2880,87.29,1.37,0.249,119.0,167.0
2881,87.56,1.37,0.028,106.0,158.0
2882,87.83,1.37,0.2,121.0,169.0
2883,88.11,1.37,0.074,122.0,162.0
2884,88.38,1.36,0.22,126.0,169.0
2885,88.67,1.36,0.098,117.0,172.0
2886,88.95,1.36,0.014,130.0,165.0
2887,89.24,1.36,0.186,120.0,186.0
2888,89.53,1.36,0.2,120.0,161.0
2889,89.83,1.36,0.387,119.0,173.0
2890,90.12,1.36,0.15,128.0,186.0
2891,90.43,1.36,0.023,118.0,153.0
2892,90.73,1.36,0.285,127.0,186.0
2893,91.04,1.36,0.131,120.0,151.0
2894,91.34,1.36,0.092,124.0,168.0
2895,91.66,1.36,0.232,117.0,170.0
2896,91.97,1.36,0.102,129.0,192.0
2897,92.29,1.36,0.098,125.0,164.0
2898,92.61,1.36,0.105,129.0,178.0
2899,92.93,1.36,0.07,126.0,180.0
2900,93.25,1.36,0.345,130.0,191.0
2901,93.57,1.36,0.111,127.0,183.0
2902,93.9,1.36,0.271,132.0,214.0
2903,94.23,1.36,0.332,131.0,192.0
2904,94.56,1.36,0.153,130.0,192.0
2905,94.89,1.36,0.081,125.0,172.0
2906,95.23,1.36,0.086,127.0,180.0
2907,95.56,1.36,0.279,126.0,189.0
2908,95.9,1.36,0.032,138.0,192.0
2909,96.24,1.36,0.02,135.0,187.0
2910,96.57,1.36,0.082,132.0,176.0
2911,96.91,1.36,0.259,129.0,179.0
2912,97.25,1.36,0.376,128.0,195.0
2913,97.6,1.36,0.175,133.0,170.0
2914,97.94,1.36,0.275,142.0,211.0
2915,98.28,1.36,0.191,134.0,194.0
2916,98.62,1.36,0.29,140.0,201.0
2917,98.97,1.36,0.14,136.0,186.0
2918,99.31,1.36,0.177,138.0,200.0
2919,99.66,1.36,0.233,133.0,196.0
2920,100.0,1.36,0.083,135.0,190.0
2921,100.34,1.36,0.055,132.0,183.0
2922,100.69,1.36,0.165,138.0,192.0
2923,101.03,1.36,0.044,136.0,180.0
2924,101.38,1.36,0.144,139.0,195.0
2925,101.72,1.36,0.24,133.0,204.0
2926,102.06,1.36,0.359,141.0,211.0
2927,102.4,1.36,0.072,140.0,200.0
2928,102.75,1.36,0.238,140.0,178.0
2929,103.09,1.36,0.035,142.0,190.0
2930,103.43,1.36,0.39,139.0,209.0
2931,103.76,1.36,0.081,160.0,197.0
2932,104.1,1.36,0.232,143.0,188.0
2933,104.44,1.36,0.07,142.0,194.0
2934,104.77,1.36,0.093,146.0,197.0
2935,105.11,1.36,0.171,140.0,202.0
2936,105.44,1.35,0.172,140.0,168.0
2937,105.77,1.35,0.179,147.0,215.0
2938,106.1,1.35,0.212,148.0,219.0
2939,106.43,1.35,0.102,150.0,189.0
2940,106.75,1.35,0.061,137.0,197.0
2941,107.07,1.35,0.045,144.0,209.0
2942,107.39,1.35,0.534,147.0,217.0
2943,107.71,1.35,0.142,149.0,206.0
2944,108.03,1.35,0.022,149.0,197.0
2945,108.34,1.35,0.342,142.0,191.0
2946,108.66,1.35,0.178,150.0,204.0
2947,108.96,1.35,0.26,149.0,227.0
2948,109.27,1.35,0.069,149.0,191.0
2949,109.57,1.35,0.171,143.0,216.0
2950,109.88,1.35,0.221,144.0,207.0
2951,110.17,1.35,0.235,158.0,216.0
2952,110.47,1.35,0.586,154.0,246.0
2953,110.76,1.35,0.476,149.0,215.0
2954,111.05,1.35,0.033,150.0,202.0
2955,111.33,1.35,0.247,162.0,228.0
2956,111.62,1.35,0.048,151.0,196.0
2957,111.89,1.35,0.048,151.0,185.0
2958,112.17,1.35,0.049,148.0,195.0
2959,112.44,1.35,0.024,151.0,200.0
2960,112.71,1.35,0.135,144.0,183.0
2961,112.97,1.35,0.115,155.0,221.0
2962,113.23,1.35,0.231,159.0,228.0
2963,113.49,1.35,0.137,160.0,210.0
2964,113.74,1.35,0.276,150.0,215.0
2965,113.99,1.35,0.248,142.0,211.0
2966,114.23,1.35,0.074,156.0,222.0
2967,114.47,1.35,0.314,161.0,250.0
2968,114.71,1.35,0.158,147.0,220.0
2969,114.94,1.35,0.141,153.0,197.0
2970,115.17,1.35,0.085,157.0,204.0
2971,115.39,1.35,0.268,151.0,203.0
2972,115.61,1.35,0.047,147.0,206.0
2973,115.82,1.35,0.042,152.0,200.0
2974,116.03,1.35,0.018,153.0,214.0
2975,116.23,1.35,0.064,147.0,182.0
2976,116.43,1.35,0.114,162.0,213.0
2977,116.62,1.35,0.106,165.0,215.0
2978,116.81,1.35,0.215,157.0,234.0
2979,117.0,1.35,0.475,161.0,255.0
2980,117.18,1.35,0.426,150.0,207.0
2981,117.35,1.35,0.266,157.0,221.0
2982,117.52,1.35,0.06,155.0,216.0
2983,117.68,1.35,0.398,160.0,252.0
2984,117.84,1.35,0.089,145.0,199.0
2985,117.99,1.35,0.044,157.0,210.0
2986,118.14,1.35,0.269,162.0,223.0
2987,118.28,1.34,0.292,160.0,242.0
2988,118.42,1.34,0.227,163.0,219.0
2989,118.55,1.34,0.089,156.0,194.0
2990,118.68,1.34,0.155,145.0,202.0
2991,118.8,1.34,0.282,165.0,234.0
2992,118.91,1.34,0.082,164.0,227.0
2993,119.02,1.34,0.063,168.0,228.0
2994,119.12,1.34,0.233,160.0,244.0
2995,119.22,1.34,0.077,162.0,221.0
2996,119.31,1.34,0.308,172.0,261.0
2997,119.4,1.34,0.152,151.0,199.0
2998,119.48,1.34,0.315,163.0,244.0
2999,119.56,1.34,0.255,167.0,235.0
3000,119.63,1.34,0.188,162.0,220.0
3001,119.69,1.34,0.152,161.0,212.0
3002,119.75,1.34,0.172,153.0,228.0
3003,119.8,1.34,0.067,168.0,224.0
3004,119.84,1.34,0.308,166.0,234.0
3005,119.88,1.34,0.137,167.0,236.0
3006,119.92,1.34,0.25,161.0,225.0
3007,119.95,1.34,0.185,159.0,214.0
3008,119.97,1.34,0.134,161.0,249.0
3009,119.99,1.34,0.043,169.0,212.0
3010,120.0,1.34,0.118,160.0,235.0
3011,120.0,1.34,0.235,168.0,230.0
3012,120.0,1.34,0.068,160.0,220.0
3013,119.99,1.34,0.095,156.0,210.0
3014,119.98,1.34,0.035,150.0,205.0
3015,119.96,1.34,0.113,164.0,208.0
3016,119.93,1.34,0.176,164.0,213.0
3017,119.9,1.34,0.058,155.0,213.0
3018,119.87,1.34,0.029,168.0,203.0
3019,119.82,1.34,0.087,153.0,195.0
3020,119.77,1.34,0.077,164.0,218.0
3021,119.72,1.34,0.075,164.0,206.0
3022,119.66,1.34,0.186,165.0,219.0
3023,119.59,1.34,0.199,150.0,206.0
3024,119.52,1.34,0.034,165.0,196.0
3025,119.44,1.34,0.008,159.0,193.0
3026,119.36,1.34,0.148,158.0,230.0
3027,119.27,1.34,0.338,164.0,250.0
3028,119.17,1.34,0.044,164.0,240.0
3029,119.07,1.34,0.146,149.0,211.0
3030,118.97,1.34,0.136,153.0,222.0
3031,118.86,1.34,0.183,165.0,225.0
3032,118.74,1.34,0.031,161.0,210.0
3033,118.61,1.34,0.099,159.0,219.0
3034,118.49,1.34,0.159,153.0,193.0
3035,118.35,1.34,0.222,160.0,232.0
3036,118.21,1.34,0.247,164.0,227.0
3037,118.07,1.34,0.097,169.0,224.0
3038,117.92,1.33,0.25,156.0,232.0
3039,117.76,1.33,0.11,162.0,203.0
3040,117.6,1.33,0.239,166.0,236.0
3041,117.43,1.33,0.155,149.0,210.0
3042,117.26,1.33,0.103,165.0,218.0
3043,117.09,1.33,0.268,157.0,226.0
3044,116.9,1.33,0.187,156.0,219.0
3045,116.72,1.33,0.352,153.0,235.0
3046,116.53,1.33,0.091,154.0,205.0
3047,116.33,1.33,0.099,151.0,192.0
3048,116.13,1.33,0.063,150.0,194.0
3049,115.92,1.33,0.04,157.0,203.0
3050,115.71,1.33,0.154,160.0,212.0
3051,115.5,1.33,0.132,149.0,205.0
3052,115.28,1.33,0.102,150.0,204.0
3053,115.05,1.33,0.045,155.0,205.0
3054,114.82,1.33,0.242,147.0,200.0
3055,114.59,1.33,0.127,154.0,211.0
3056,114.35,1.33,0.316,151.0,233.0
3057,114.11,1.33,0.078,144.0,195.0
3058,113.87,1.33,0.115,154.0,220.0
3059,113.62,1.33,0.195,148.0,208.0
3060,113.36,1.33,0.275,156.0,218.0
3061,113.1,1.33,0.168,149.0,215.0
3062,112.84,1.33,0.29,147.0,198.0
3063,112.58,1.33,0.413,150.0,220.0
3064,112.31,1.33,0.245,156.0,220.0
3065,112.03,1.33,0.101,158.0,220.0
3066,111.76,1.33,0.404,152.0,240.0
3067,111.48,1.33,0.105,145.0,205.0
3068,111.19,1.33,0.129,148.0,209.0
3069,110.9,1.33,0.302,147.0,222.0
3070,110.61,1.33,0.14,146.0,210.0
3071,110.32,1.33,0.19,145.0,191.0
